,name,rating_val,num_of_ratings,percent_would_take_again,diff_level,href
1388,Jobb Arnold,4.3,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1661641
1389,Ron Smith,5.0,6 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/73848
1390,Scott Montross,5.0,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1792254
1391,Michael C Baird,4.1,21 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/102653
1392,Jennifer Massey,5.0,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1469607
1393,Robert Stanley Brown,3.8,20 ratings,N/A,3.9,https://www.ratemyprofessors.com/professor/225257
1394,Margrit Sixel,2.5,4 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/429199
1395,Gregory Jerkiewicz,2.9,112 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/79413
1396,Dlc MacLachlan,4.5,6 ratings,N/A,3.2,https://www.ratemyprofessors.com/professor/771519
1397,Michael Abbott,4.5,21 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/140704
1398,A Pereira,2.6,4 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/429306
1399,Erin Tolley,4.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1679017
1400,Michael Dorris,3.5,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1436658
1401,M Shelley King,4.4,23 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/33156
1402,G R Frank Pearce,2.7,21 ratings,N/A,4.1,https://www.ratemyprofessors.com/professor/76371
1403,Magda Lewis,2.8,9 ratings,N/A,3.4,https://www.ratemyprofessors.com/professor/624581
1404,Paul A Cunningham,2.2,13 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/480923
1405,William Charles Plaxton,4.1,17 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/30044
1406,Gerald M Barber,3.9,16 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/56279
1407,Robin Hutchinson,3.8,9 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/79125
1408,Andrew McKendry,4.8,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1684441
1409,Kenneth Wong,4.5,20 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/443492
1410,David Andrew,2.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1553896
1411,Elisabeth M Zawisza,3.7,9 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/402749
1412,Asia Matthews,1.0,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1501003
1413,Maria Moncur,2.8,5 ratings,N/A,3.8,https://www.ratemyprofessors.com/professor/1553943
1414,J Randall Flanagan,4.3,34 ratings,N/A,2.1,https://www.ratemyprofessors.com/professor/116966
1415,Leela Viswanathan,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1227811
1416,Wayne Charles,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1672722
1417,Andy Rush,3.5,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1238658
1418,Robert W Dalrymple,3.6,8 ratings,N/A,1.8,https://www.ratemyprofessors.com/professor/163766
1419,Henk Meijer,3.6,20 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/15761
1420,Karen R Hitchcock,2.2,10 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/435087
1421,Sharif Kahn,1.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/522595
1422,Christoph Richter,4.3,48 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/233490
1423,Karen Blair,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1461242
1424,David Zywina,4.4,6 ratings,N/A,1.2,https://www.ratemyprofessors.com/professor/1630903
1425,Omid Hejazi,4.8,2 ratings,N/A,1.5,https://www.ratemyprofessors.com/professor/1691210
1426,Mike Mason,4.5,11 ratings,N/A,2.2,https://www.ratemyprofessors.com/professor/42409
1427,Terri Smith,5.0,3 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/596538
1428,Miao LI,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1711860
1429,Caralee Daigle,4.8,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1432703
1430,Judy Fisher,4.1,22 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/9832
1431,Carl Keane,5.0,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1624259
1432,Janice Glasgow,2.3,14 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/10113
1433,John C Carlson,4.8,7 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/412903
1434,Vinay Singh,4.8,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1200129
1435,Brian K Hunter,2.0,27 ratings,N/A,4.1,https://www.ratemyprofessors.com/professor/15757
1436,Wes Maciejewski,4.8,3 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/1423620
1437,Pauline Smith,3.5,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1488723
1438,John Ursell,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1466295
1439,Karen Frederickson,2.6,14 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/208443
1440,Jackie Duffin,4.7,17 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/169997
1441,Ronald J Neufeld,4.0,3 ratings,N/A,1.7,https://www.ratemyprofessors.com/professor/537194
1442,Lara Fullenwieder,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1691329
1443,Colin Duncan,3.0,6 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/620004
1444,Anthony Carroll,4.1,10 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/361553
1445,Niel Hoult,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1568416
1446,Henryka Slebocka Tilk,2.9,51 ratings,N/A,4.1,https://www.ratemyprofessors.com/professor/12747
1447,James Farney,3.8,12 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/923755
1448,Daniel B Thornton,3.3,6 ratings,N/A,4.2,https://www.ratemyprofessors.com/professor/490223
1449,Firouz Behnamfar,4.8,3 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/867392
1450,John Holmes,4.2,7 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/93407
1451,C Ann Brown,3.4,6 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/567019
1452,Ole A Nielsen,4.6,47 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/43460
1453,Malcolm Welch,5.0,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1126144
1454,Valerie Ashford,2.2,13 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/605394
1455,Ethan Pancer,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1545522
1456,Jonathan Gaboury,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1677195
1457,Jamie Linton,2.6,9 ratings,N/A,2.2,https://www.ratemyprofessors.com/professor/1094599
1458,Mark Nelson,4.3,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1508882
1459,Pantelis Isaiah,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1673125
1460,Corina Fonyodi-Szarka,4.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1620572
1461,Mohamed Ibnkahla,2.5,18 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/44572
1462,Sheryl Bond,1.3,4 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/957677
1463,Alex Zieba,5.0,3 ratings,N/A,3.7,https://www.ratemyprofessors.com/professor/873404
1464,Breanne Oryschak,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1415384
1465,Doug Babington,4.2,7 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/56286
1466,Robin Boadway,4.4,6 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/127396
1467,Craig Hawryshyn,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1564029
1468,Kiley Kapuscinski,3.6,5 ratings,N/A,4.2,https://www.ratemyprofessors.com/professor/1029017
1469,Emad Shihab,4.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1648258
1470,Tom Harrison,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1647071
1471,Heather Cyr,5.0,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1464905
1472,Victor Lozovanu,4.3,5 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/1479295
1473,Dale Kristensen,3.5,8 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/172701
1474,Jennifer Esmail,4.1,4 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/920782
1475,Alfie Davis,2.1,22 ratings,N/A,4.2,https://www.ratemyprofessors.com/professor/29901
1476,Bob Montgomerie,3.3,13 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/125132
1477,Jason Laker,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1241018
1478,Susan Wilcox,1.8,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1373235
1479,Ana Maria Da Silva,4.9,13 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/113275
1480,David M Saunders,1.0,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/635042
1481,Isabel Wallace,4.8,7 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/1571176
1482,J. Scott Matthews,3.7,8 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/933530
1483,Lloyd Peppard,3.5,12 ratings,N/A,3.8,https://www.ratemyprofessors.com/professor/105880
1484,Brandon Alakas,4.9,4 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/978238
1485,Michael Roberts,2.5,4 ratings,N/A,3.8,https://www.ratemyprofessors.com/professor/974592
1486,Jon Davis,2.9,5 ratings,N/A,4.4,https://www.ratemyprofessors.com/professor/152618
1487,Pedram Sadeghian,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1541709
1488,Lesly Wade-Woolley,4.3,5 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/402754
1489,Jordan Smith,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1505752
1490,Danica Dupont,3.3,4 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/1189129
1491,Harry McCaughey,2.4,14 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/125499
1492,Conrad W. Reifel,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1578816
1493,Andrew J Daugulis,4.6,8 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/114721
1494,Carolyn Reimer,3.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1567358
1495,Pierre Du Prey,4.3,10 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/599760
1496,Stanley J Simmons,4.1,40 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/10034
1497,Robert P Lemieux,3.8,23 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/152838
1498,Gordon Craig,3.0,15 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/31505
1499,Douglas R Hamilton,3.2,14 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/21346
1500,Larry Wolfe,3.3,5 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/56301
1501,Jennifer Quaid,1.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1556140
1502,Alison Murray,2.3,3 ratings,N/A,4.3,https://www.ratemyprofessors.com/professor/1172264
1503,Danielle Nobrega,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1089622
1504,George W Brandie,2.4,77 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/15756
1505,Charles M Beach,2.7,31 ratings,N/A,3.2,https://www.ratemyprofessors.com/professor/241117
1506,Bob McGaughey,4.4,5 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/200647
1507,Daphne Lawson,4.7,20 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/56289
1508,Paul Barrett,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1433982
1509,Christopher Riddle,5.0,5 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1112102
1510,Abdullah S. Karar,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1511983
1511,Keith Huynh,2.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1520100
1512,Leon Boegman,2.9,4 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/652341
1513,Neal Pilger,4.0,3 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/904018
1514,Erika Behrisch,4.7,3 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/554608
1515,Timothy McKenna,1.3,3 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1295849
1516,Stephen C Hiscock,5.0,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1070038
1517,Gunnar Blohm,4.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1334037
1518,Nick Hardy,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1493950
1519,Gabriela Doroftei,3.0,3 ratings,N/A,1.7,https://www.ratemyprofessors.com/professor/1452102
1520,Craig Smith,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1450829
1521,Peter Freeman,4.5,8 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/46784
1522,Richard Goette,3.9,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1101875
1523,Michelle Newman,3.8,16 ratings,N/A,3.7,https://www.ratemyprofessors.com/professor/31204
1524,Rosemary King,3.4,10 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/15237
1525,Sheetal Lodhia,4.2,12 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/836337
1526,Tanya Monestier,4.7,3 ratings,N/A,4.3,https://www.ratemyprofessors.com/professor/1156107
1527,Elizabeth Lapina,2.2,6 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1259286
1528,Laurel Parsons,4.5,3 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/1052033
1529,Michael St.John Condra,4.4,19 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/166208
1530,Prof Snyder,1.4,8 ratings,N/A,4.4,https://www.ratemyprofessors.com/professor/239536
1531,Lisa Dufraimont,4.3,6 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/924333
1532,Glen Norton,4.8,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1112100
1533,Catherine Krull,3.9,11 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/11717
1534,Ken Rose,1.0,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1142921
1535,John Timothy Bryant,4.9,18 ratings,N/A,1.7,https://www.ratemyprofessors.com/professor/113022
1536,Wendy Wall,3.8,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1262677
1537,Heather Joyce,4.3,4 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1262614
1538,Bob Shenton,3.7,9 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/55461
1539,Erin Morton,4.5,3 ratings,N/A,4.3,https://www.ratemyprofessors.com/professor/950893
1540,Dave Stratas,5.0,7 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/30995
1541,Clinton Free,5.0,12 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/562060
1542,Ian Jenssen,2.5,4 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/582919
1543,Matthew McKean,4.8,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1087437
1544,Maggie Atkinson,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1149920
1545,Geziena Cynthia Fekken,1.4,16 ratings,N/A,4.8,https://www.ratemyprofessors.com/professor/205163
1546,Natalie Harrower,2.3,3 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/1121155
1547,Andrea King,4.8,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1077297
1548,Victor Snieckus,2.6,7 ratings,N/A,4.6,https://www.ratemyprofessors.com/professor/146668
1549,Ershad Chowdhury,3.3,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1268426
